Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied Move,Actual Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,EtfHoldingsList,MarketCap
DLNG,Dynagas Lng Partners,3.0201,0.0203,20129,19.0,12/7/2023,0.0679,0.0312,0.1909,-0.0795,0.1105,-0.384,,111146472.0
DLA,Delta Apparel,7.36,0.0041,28554,,12/7/2023,,-0.1545,,,,,,51527508.0
CDMO,Avid Bioservices,6.72,0.0151,1165730,144.0,12/7/2023,0.1473,-0.1229,-0.0746,0.2473,1.0862,-0.2558,XBI - IWM,424118944.0
PL,Planet Labs Pbc Class A,2.32,0.0498,1354236,301.0,12/7/2023,0.1156,-0.0545,-0.424,0.1659,1.129,-0.5407,IWM,667292288.0
FIZZ,National Beverage Corp.,48.01,0.0163,143975,252.0,12/7/2023,0.0686,-0.0557,0.1967,-0.1122,0.0203,-0.2257,IWM,4483785216.0
DOYU,Douyu Intl Hldgs,0.7195,-0.0021,943008,34.0,12/7/2023,0.0757,0.0235,,-0.0807,-0.0582,-0.1032,,230079264.0
WDH,Waterdrop American Depositary Shares (Each Representing The Right To Receive 10 Class A Ordinary Shares),1.0,0.0,95275,,12/7/2023,,-0.032,,,,,,381702112.0
KRKR,36Kr Holdings - American Depositary Shares,0.4898,-0.0125,21049,,12/7/2023,,0.0,,,,,,19893976.0
CIEN,Ciena,56.74,0.0227,1496498,1015.0,12/7/2023,0.0933,0.012,-0.5755,0.2616,0.847,-0.439,,8217671680.0
HOFT,Hooker Furnishings,24.12,0.0152,34723,12.0,12/7/2023,0.0829,0.104,0.7062,0.0687,1.0145,-0.3164,IWM,257404064.0
GMS,GMS,87.9,0.0066,286648,63.0,12/7/2023,0.0659,-0.0349,-0.0047,0.2548,1.0652,-0.0863,IWM,3499972352.0
SCWX,Secureworks Corp. - Class A,7.01,0.0014,27671,24.0,12/7/2023,0.086,0.0222,-0.2135,-0.0076,0.229,-0.2119,,605169664.0
BASE,Couchbase,27.92,0.0156,328327,370.0,12/6/2023,0.1617,-0.0221,-0.5844,-0.0522,0.3369,-0.5352,IWM,1342160256.0
GEF,Greif Class A,62.97,0.0064,125953,73.0,12/6/2023,0.0595,-0.0334,-0.4243,0.2623,0.7592,-0.2668,IWM,3618882304.0
BRZE,Braze - Class A,59.6,0.0167,721249,470.0,12/6/2023,0.1218,-0.0344,-0.5498,-0.3158,-0.0373,-0.5594,IWM,5950608896.0
AIRI,Air Industries Group,4.47,0.0518,9000,,12/6/2023,,-0.0571,,,,,,14819694.0
LAKE,Lakeland Industries,17.79,0.0,22284,31.0,12/6/2023,0.0916,0.0324,-0.5636,-0.2308,-0.0627,-0.3348,,131019032.0
OXM,Oxford Industries,98.23,0.0163,146766,76.0,12/6/2023,0.0884,0.0386,-0.3055,-0.1273,0.4661,-0.4656,IWM,1534853632.0
SMTC,Semtech,21.0,0.0365,1903305,1926.0,12/6/2023,0.1716,0.1629,-0.0015,0.0942,1.2355,-0.4364,IWM,1349979904.0
NAPA,Duckhorn Portfolio,8.87,0.0231,859852,129.0,12/6/2023,0.0977,-0.1205,0.1959,-0.1635,0.1419,-0.3865,IWM,1022656000.0
MNR,Mach Natural Resources LP Common Units Representing Limited Partner Interests,17.55,-0.0085,143966,,12/6/2023,,-0.0162,,,,,,1667249920.0
AGX,Argan,46.5,0.0144,84441,171.0,12/6/2023,0.0645,-0.1238,0.4036,0.0588,0.5111,-0.2663,IWM,619317248.0
GEF.B,Greif Class B,63.46,0.0112,11198,,12/6/2023,,-0.028,,,,,IWM,2431361280.0
ALOT,Astronova,17.58,0.0051,9241,,12/6/2023,,0.0829,,,,,,130668608.0
WLY,John Wiley & Sons,34.53,0.0262,473812,106.0,12/6/2023,0.0878,-0.0105,-0.492,-0.0041,1.0191,-0.546,IWM,1894636160.0
OLLI,Ollie's Bargain Outlet Holdings,76.51,0.0118,867953,722.0,12/6/2023,0.0953,0.0014,-0.4731,-0.1478,0.264,-0.5043,XRT,4712424960.0
KFY,Korn Ferry,58.94,-0.001,288033,28.0,12/6/2023,0.064,-0.0313,-0.0271,-0.3525,-0.1768,-0.5677,IWM,3096773888.0
OP,Oceanpal,2.39,0.0214,52314,,12/6/2023,,-0.0231,,,,,,17801238.0
VNCE,Vince Holding Corp.,3.61,0.0256,26421,,12/6/2023,,-0.0234,,,,,,45096588.0
LOVE,Lovesac Company,24.74,0.0404,322424,530.0,12/6/2023,0.1455,0.1232,0.1688,-0.1748,0.3128,-0.5204,IWM,383128352.0
VRA,Vera Bradley,7.92,0.0025,264400,143.0,12/6/2023,0.1116,0.0636,-0.3596,-0.1609,0.1237,-0.3092,IWM,244850688.0
PLAY,Dave & Buster's Entertainment,59.47,0.0245,937311,1994.0,12/5/2023,0.1332,0.0441,-0.518,-0.1901,0.2631,-0.5486,IWM,2390047488.0
SFIX,Stitch Fix - Class A,3.52,0.0203,1406574,1575.0,12/5/2023,0.1683,-0.0336,-0.5154,-0.2898,0.1445,-0.6221,IWM,414975936.0
WAVE,Eco Wave Power Global Ab (Publ) - American Depositary Shares,1.45,0.0357,10794,,12/5/2023,,-0.0596,,,,,,8046565.0
DSGX,Descartes Systems Group,89.43,0.0094,151843,101.0,12/5/2023,0.0613,0.0065,-0.2574,-0.1225,0.2022,-0.3618,,7608528384.0
BOX,Box Class A,27.36,0.0115,1510613,1269.0,12/5/2023,0.0912,-0.1019,0.1876,0.2851,1.0052,-0.5711,IWM,3928660480.0
OOMA,Ooma,10.6,0.0095,69864,11.0,12/5/2023,0.0922,-0.0928,0.1391,-0.259,-0.1107,-0.3969,IWM,273480000.0
HQY,Healthequity,79.61,0.0197,683614,310.0,12/5/2023,0.0891,0.0045,-0.4542,-0.2218,0.1278,-0.4611,IWM,6816806912.0
RENT,Rent The Runway - Class A,0.5224,-0.0254,838228,294.0,12/5/2023,0.1275,-0.0592,0.0346,-0.0798,0.3173,-0.4276,IWM,36736048.0
SIG,Signet Jewelers Limited Common Shares,102.81,0.0176,640375,1981.0,12/5/2023,0.0938,0.0589,-0.3719,0.0772,0.6701,-0.5677,XRT - IWM,4556257280.0
JILL,J.Jill,25.26,0.006,97022,,12/5/2023,,-0.0884,,,,,IWM,267824464.0
CNM,Core & Main Class A,44.0,0.0237,2974768,847.0,12/5/2023,0.0667,0.0103,-0.2949,-0.1959,-0.0592,-0.4476,,8244433920.0
HEPS,D-Market Electronic Services & Trading - American Depositary Shares,1.475,0.0172,471940,,12/5/2023,,0.1448,,,,,,480847520.0
VLGEA,Village Super Market - Class A,25.43,0.0039,26469,,12/5/2023,,-0.0278,,,,,IWM,376554976.0
DAKT,Daktronics,7.6,0.0106,552624,221.0,12/5/2023,0.1244,-0.1415,-0.0092,-0.0974,0.0726,-0.3312,IWM,347344928.0
ZFOX,Zerofox Holdings,1.11,0.0091,500038,,12/5/2023,,-0.0172,,,,,,138257936.0
GIII,G-Iii Apparel Group Ltd.,31.63,0.0073,529606,277.0,12/5/2023,0.1262,-0.0133,-0.5705,0.2665,1.0391,-0.5908,IWM,1446155136.0
IDT,Idt Class B,35.43,0.0216,119106,422.0,12/4/2023,0.0965,-0.0129,-0.4786,-0.1841,0.2107,-0.5369,IWM,891474432.0
CULP,Culp,5.07,0.014,24728,156.0,12/4/2023,0.0807,0.0968,0.199,-0.1424,0.4261,-0.4421,,63222396.0
GCO,Genesco,29.75,0.0085,132543,121.0,12/1/2023,0.1454,-0.1608,0.1023,0.5792,1.6491,-0.2118,XRT - IWM,374823808.0
ZUMZ,Zumiez,18.33,0.02,219663,150.0,11/30/2023,0.1113,0.1197,0.0353,-0.3239,-0.2012,-0.4495,IWM,363087040.0
DOMO,Domo - Class B,11.9,0.0294,368324,792.0,11/30/2023,0.1568,0.0727,-0.1853,0.4346,1.627,-0.0716,IWM,435750624.0
AMBA,Ambarella -,55.28,0.0115,499755,1563.0,11/30/2023,0.109,-0.0034,-0.9178,0.0484,0.9033,-0.7419,IWM,2224913408.0
AOUT,American Outdoor Brands,8.99,0.0056,38129,156.0,11/30/2023,0.1208,-0.0221,-0.1193,0.0316,0.7078,-0.2184,,116936344.0
AMWD,American Woodmark,94.43,0.0112,116221,66.0,11/30/2023,0.0921,0.1544,0.5173,0.0747,0.5818,-0.2971,IWM - ITB,1550599168.0
TLYS,Tilly's,7.5,0.0218,97852,29.0,11/30/2023,0.1074,-0.0133,-0.3904,-0.2707,-0.1217,-0.4723,IWM,224078032.0
PD,Pagerduty,25.16,0.0392,1637708,1457.0,11/30/2023,0.138,-0.0032,-0.5105,-0.0725,0.3215,-0.4651,IWM,2319886080.0
MOV,Movado Group,28.3,0.0136,131804,29.0,11/30/2023,0.1052,-0.0977,0.0635,-0.1169,0.1988,-0.4068,IWM,626487808.0
VIVK,Vivakor,0.8904,0.0475,16530,,11/30/2023,,0.0436,,,,,,23346742.0
BBW,Build-A-Bear Workshop,22.56,0.0194,232843,657.0,11/30/2023,0.1312,-0.0446,-0.4776,0.043,0.5279,-0.3614,IWM,322736352.0
DLTH,Duluth Holdings - Class B,4.89,-0.0081,92616,93.0,11/30/2023,0.1444,-0.0253,-0.5093,0.1854,0.7144,-0.2327,IWM,168993664.0
SNT,Senstar Technologies Ltd. -,1.15,-0.0129,59630,,11/30/2023,,-0.0173,,,,,,26806488.0
CANF,Can Fite Biofarma,2.06,0.03,72613,,11/30/2023,,0.0149,,,,,,12455641.0
CBRL,Cracker Barrel Old Country Store,78.81,-0.0221,523862,953.0,11/30/2023,0.0812,-0.1062,0.3925,-0.0174,0.8027,-0.3578,IWM,1746497280.0
DOOO,BRP - Common Subordinate Voting Shares,68.38,-0.0155,119800,73.0,11/30/2023,0.0765,-0.1171,0.7358,-0.3189,-0.1476,-0.4652,,5153521152.0
BOSC,Bos Better Online Solns,2.7484,-0.0006,15943,,11/30/2023,,-0.0561,,,,,,15800873.0
KIRK,Kirkland's,2.83,0.0107,135005,143.0,11/30/2023,0.197,0.0082,-0.2297,-0.3134,-0.133,-0.4195,,36260508.0
BNR,Burning Rock Biotech Limited - American Depositary Shares,0.8558,0.0311,60439,,11/30/2023,,-0.0731,,,,,,87869608.0
LZB,La-Z-Boy,38.13,0.0127,337442,150.0,11/29/2023,0.0966,0.1101,0.0868,-0.1716,0.3069,-0.4545,IWM,1641555328.0
CCIF,Carlyle Credit Income Shares Of Beneficial Interest,8.1,0.0025,63879,,11/29/2023,,0.0131,,,,,,94455400.0
ZUO,Zuora Class A,8.76,0.0139,883328,220.0,11/29/2023,0.1409,0.0922,0.1162,0.3943,0.6503,-0.0145,IWM,1253556096.0
NOAH,Noah Holdings Limited American Depositary Shares,11.69,0.0026,56318,44.0,11/29/2023,0.1071,-0.0642,-0.3762,0.2385,0.9316,-0.255,,745446720.0
YY,Joyy - American Depositary Shares,33.02,-0.0078,503236,386.0,11/29/2023,0.1245,-0.0016,-0.4212,-0.2038,-0.1238,-0.3932,,2674075392.0
NCNO,Ncino,31.99,0.026,551950,510.0,11/29/2023,0.1266,-0.0784,-0.2797,-0.1642,0.0857,-0.3072,,3612029184.0
DCI,Donaldson Company,67.37,0.0085,399698,31.0,11/29/2023,0.047,0.0214,-0.2895,0.2718,0.7044,0.0023,,8170371072.0
ZH,Zhihu American Depositary Shares (Every Two Of Each Representing One Class A Ordinary Share),0.7333,0.0171,3016347,997.0,11/29/2023,0.0945,-0.1086,,0.0165,0.06,-0.0344,,432785184.0
CLGN,Collplant Biotechnologies Ltd. -,5.515,-0.0152,13791,8.0,11/29/2023,0.1838,-0.0663,0.0881,-0.1608,-0.0088,-0.4733,,63133952.0
ADXN,Addex Therapeutics - American Depositary Shares,10.2,0.0324,31490,,11/29/2023,,0.0026,,,,,,10807583.0
CNF,Cnfinance Hldgs,2.09,-0.0234,21237,,11/29/2023,,0.0231,,,,,,143336704.0
KEN,Kenon Hldgs,23.685,0.0002,8064,3.0,11/29/2023,0.0513,-0.0031,-0.2776,-0.0847,0.0103,-0.1797,,1276126976.0
AMBO,Ambow Education Holding Ltd. American Depository Shares Each Representing Two Class A,0.13,-0.037,157325,,11/28/2023,,-0.0504,,,,,,3687289.0
ALVO,Alvotech -,15.66,0.011,126228,,11/28/2023,,-0.0408,,,,,,4158194944.0
CLCO,Cool Company Ltd. Common Shares,10.42,0.0068,206118,,11/28/2023,,-0.0477,,,,,,559433728.0
ALAR,Alarum Technologies Ltd. - American Depositary Shares,13.34,0.0325,112789,,11/28/2023,,-0.1248,,,,,,83217816.0
NNOX,Nano X Imaging,5.86,0.0209,771818,1103.0,11/28/2023,0.1463,0.0254,-0.5419,-0.2794,-0.12,-0.4739,IWM,338312000.0
MYTE,Myt Netherlands Parent B.V. American Depositary Shares Each Representing One Ordinary Share,2.82,0.0255,75839,73.0,11/28/2023,0.1681,-0.0669,-0.0274,0.1774,0.7291,-0.4355,,239364864.0
NRSN,Neurosense Therapeutics Ltd. -,1.3,-0.0152,665778,,11/28/2023,,0.0583,,,,,,17709952.0
UXIN,Uxin Limited - American Depositary Shares,2.58,0.0488,198120,57.0,11/28/2023,0.2006,-0.073,0.0188,-0.1873,-0.0541,-0.2862,,12159929.0
LITB,Lightinthebox Holding Co. Ltd. American Depositary Shares Each Representing 2,1.01,-0.0098,55234,,11/28/2023,,-0.009,,,,,,113195240.0
CTRN,Citi Trends,29.35,0.0041,66794,46.0,11/28/2023,0.1379,-0.1205,-0.0351,0.008,0.4987,-0.2523,,243994416.0
NNDM,Nano Dimension Ltd. - American Depositary Shares,2.56,0.0039,1629467,1250.0,11/28/2023,0.0624,-0.0407,-0.16,0.5416,1.8651,-0.1374,,601873920.0
CANG,Cango American Depositary Shares  Each Representing Two (2) Class A,1.18,-0.0167,54321,,11/27/2023,,0.0091,,,,,,163710944.0
SDRL,Seadrill Limited Common Shares,43.83,0.0009,716047,128.0,11/27/2023,0.0736,0.0564,-0.0726,-0.2462,-0.0751,-0.3675,IWM,3187289088.0
SUPV,Grupo Supervielle S.A. American Depositary Shares Each Representing Five Class B Shares,3.94,0.0563,894079,526.0,11/27/2023,0.1384,0.0153,-0.0086,0.1481,0.8588,-0.2771,,359897184.0
PSHG,Performance Shipping - Common Shares,1.78,0.023,252693,,11/27/2023,,-0.0174,,,,,,20130446.0
CHEK,Check-Cap Ltd. - Ordinary Share,2.2,0.0092,20336,,11/27/2023,,-0.0776,,,,,,12869514.0
EM,Smart Share Glb,0.5,-0.0347,35482,,11/27/2023,,-0.0665,,,,,,131718048.0
TIGR,Up Fintech Holding Limited - American Depositary Shares Representing Fifteen Class A,3.82,0.0053,1010736,1298.0,11/27/2023,0.1323,-0.0823,-0.0171,0.0858,0.6132,-0.187,,620273600.0
ITRN,Ituran Location & Control,25.84,0.0098,59118,27.0,11/27/2023,0.0634,0.0225,-0.0106,-0.1579,0.1234,-0.4436,,514050112.0
JWEL,Jowell Global Ltd. -,2.09,0.0,36234,,11/24/2023,,0.0992,,,,,,4463987.0
NTZ,Natuzzi S.P.A.,6.2999,-0.0141,3972,,11/24/2023,,-0.0028,,,,,,69113744.0
AWF,Alliancebernstein Global High Income,10.38,-0.001,185098,,11/24/2023,,-0.0071,,,,,,895064064.0
HTHT,H World Group Limited - American Depositary Shares,31.89,-0.0025,1532150,81.0,11/24/2023,0.0891,-0.003,-0.1204,-0.0694,0.0436,-0.1948,,10163116032.0
JT,Jianpu Technology American Depositary Shares,0.74,0.0207,41310,,11/24/2023,,-0.0098,,,,,,15699019.0
BMA,Banco Macro S.A.  ADR (Representing Ten Class B Common Shares),30.28,0.0507,369344,186.0,11/22/2023,0.1485,0.1408,0.4368,-0.1087,-0.009,-0.3222,,3252532224.0
BEST,Best American Depositary Shares Each Representing Twenty (20) Class A,2.21,0.0045,24032,54.0,11/22/2023,0.1083,0.0079,0.0,-0.0413,0.2167,-0.2547,,43934800.0
LX,Lexinfintech Holdings Ltd. - American Depositary Shares,1.76,0.0233,554236,59.0,11/22/2023,0.1938,-0.0147,-0.0774,0.0342,0.37,-0.2716,,321944480.0
XYF,X Financial American Depositary Shares Each Representing Six Class A,3.93,-0.0175,10776,,11/22/2023,,-0.0251,,,,,,191018096.0
GDS,GDS Holdings Limited - American Depositary Shares,5.92,0.0207,1047214,419.0,11/22/2023,0.144,0.0191,-0.0808,-0.0799,0.0489,-0.1737,,1128080256.0
BZUN,Baozun - American Depositary Shares,2.35,0.0086,572126,464.0,11/22/2023,0.1446,-0.1012,0.0306,0.0588,0.3258,-0.0834,,141942048.0
STG,Sunlands Technology Group American Depositary Shares Representing Class A,8.9252,0.039,4036,,11/22/2023,,0.0179,,,,,,123639728.0
JFIN,Jiayin Group - American Depositary Shares,5.17,0.0098,51335,76.0,11/22/2023,0.1791,0.0312,-0.1018,0.0922,0.518,-0.4682,,279309248.0
RERE,Atrenew American Depositary Shares (Every Three Of Which Representing Two Class A Ordinary Shares),1.09,-0.0091,352730,,11/22/2023,,-0.05,,,,,,242671936.0
EH,Ehang Holdings Limited - Ads,10.68,0.0114,918359,2226.0,11/22/2023,0.1927,0.0266,-0.1109,-0.0975,0.2125,-0.3367,,661444480.0
FORTY,Formula Sys (1985),69.87,0.0245,356,,11/22/2023,,-0.0003,,,,,,1070245632.0
GES,Guess?,23.36,0.0143,867517,1841.0,11/21/2023,0.1536,-0.1227,-0.0204,0.0047,0.911,-0.381,XRT - IWM,1251798912.0
API,Agora - Ads,2.87,-0.0035,336187,134.0,11/21/2023,0.1461,-0.0877,-0.0394,-0.0362,0.1649,-0.2025,,292978784.0
TDCX,TDCX American Depositary Shares Each Representing One Class A Ordinary Share,6.25,-0.0048,146569,37.0,11/21/2023,0.1598,-0.006,-0.1566,-0.2399,-0.106,-0.3496,,905740608.0
GHG,Greentree Hospitality Group Ltd. American Depositary Shares Each Representing One Class A Ordinary Share,3.03,0.0066,9448,,11/21/2023,,-0.0421,,,,,,309602368.0
JACK,Jack In The Box,77.27,0.0025,338079,460.0,11/21/2023,0.0931,0.018,-0.3222,0.1156,0.852,-0.6271,IWM,1511177088.0
URBN,Urban Outfitters,42.53,0.0221,1665228,2035.0,11/21/2023,0.0902,-0.1237,0.4526,-0.1771,0.7008,-0.6448,XRT - IWM,3942438656.0
IVA,Inventiva S.A. - American Depository Shares,3.5,-0.0251,9850,,11/21/2023,,-0.0165,,,,,,180763408.0
GDEV,Gdev -,2.25,0.0,12134,,11/21/2023,,0.0357,,,,,,443957824.0
YSG,Yatsen Holding Limited American Depositary Shares Each Representing Four Class A,0.6226,-0.0164,703631,31.0,11/21/2023,0.1629,0.1239,,-0.0183,0.0169,-0.0476,,414328512.0
GLNG,Golar Lng Limited - Common Shares,21.29,-0.0075,918091,968.0,11/21/2023,0.0714,-0.0564,0.0864,-0.1175,0.2908,-0.3772,IWM,2231149568.0
LRE,Lead Real Estate Co. - American Depositary Shares,5.1,-0.0078,25489,,11/21/2023,,-0.0575,,,,,,69573688.0
JTAI,Jet Ai,0.7934,0.0439,1321709,,11/21/2023,,-0.0263,,,,,,7809222.0
TNP,Tsakos Energy Navigation Common Shares,23.76,-0.0067,279598,1178.0,11/21/2023,0.1055,-0.0662,0.058,0.1362,0.8872,-0.337,,701053056.0
TOUR,Tuniu - American Depositary Shares,0.62,-0.0174,167607,7.0,11/21/2023,0.1666,0.0,-0.0616,0.019,0.3023,-0.1314,,77420584.0
GASS,Stealthgas,7.04,-0.0085,234415,194.0,11/21/2023,0.1389,0.0486,0.0122,-0.1527,0.1573,-0.6957,,248577664.0
CRGO,Freightos Limited -,2.98,0.0241,19150,,11/21/2023,,0.0482,,,,,,141962368.0
HIBB,Hibbett,72.42,0.0509,213682,218.0,11/21/2023,0.1293,0.0975,0.0311,0.0319,0.5367,-0.3877,XRT - IWM,852510144.0
MDWD,Mediwound Ltd. -,11.9,-0.0198,24548,16.0,11/21/2023,0.1537,-0.0187,0.02,0.0533,0.1725,-0.066,,112748464.0
MICS,Singing Machine Company,0.7,0.0145,74105,,11/21/2023,,0.0318,,,,,,4492642.0
KC,Kingsoft Cloud Hldgs,2.67,0.0152,1127459,583.0,11/21/2023,0.1617,-0.1234,-0.0076,-0.0203,0.3359,-0.2603,,624497792.0
CAL,Caleres,34.34,0.0217,342634,1064.0,11/21/2023,0.111,0.0884,-0.0398,-0.1121,0.3974,-0.4314,XRT - IWM,1303889536.0
GOGL,Golden Ocean Group,11.14,0.0091,1559222,1033.0,11/21/2023,0.0765,0.1277,0.6768,0.0333,0.7498,-0.2439,IWM,2222745344.0
GURE,Gulf Resources,1.23,0.0082,17275,31.0,11/20/2023,0.1168,-0.0609,-0.4258,-0.1923,-0.05,-0.3541,,12831262.0
CNET,ZW Data Action Technologies,0.9,0.0563,70331,,11/20/2023,,0.0216,,-0.223,-0.017,-0.3824,,6484055.0
TPCS,Techprecision,3.78,0.0161,13091,,11/20/2023,,-0.0171,,,,,,33121992.0
FINV,Finvolution Group American Depositary Shares,4.68,-0.0064,816752,29.0,11/20/2023,0.1212,-0.0525,0.095,0.1467,1.0991,-0.436,,1310955008.0
FIHL,Fidelis Insurance Hldgs,13.1,0.0218,310227,,11/20/2023,,-0.0959,,,,,IWM,1544683904.0
XELB,Xcel Brands,1.07,0.0094,43868,,11/20/2023,,-0.0985,,,,,,21269514.0
YALA,Yalla Group Limited American Depositary Shares Each Representing One Class A Ordinary Share,4.85,0.0083,359338,68.0,11/20/2023,0.1304,-0.0978,-0.133,-0.0272,0.0798,-0.2249,,757757184.0
NRXS,Neuraxis,2.5,0.0288,22130,,11/20/2023,,0.0299,,,,,,13223785.0
LRHC,La Rosa Holdings Corp.,1.6877,0.0354,108088,,11/20/2023,,-0.0359,,,,,,20814692.0
SSY,Sunlink Health Systems,0.9,0.0,16512,,11/20/2023,,0.0161,,,,,,6336542.0
PRE,Prenetics Global Limited - Class A Ordinary Share,4.81,0.0234,34327,,11/20/2023,,0.0151,,,,,,58707012.0
UUU,Universal Security Instruments,1.4188,0.0134,94788,,11/20/2023,,0.0549,,,,,,3281524.0
HRYU,Hanryu Holdings,0.4592,-0.0167,925951,,11/20/2023,,0.0165,,,,,,24249706.0
GTEC,Greenland Technologies Holding -,3.3,0.0,50386,,11/20/2023,,-0.1437,,,,,,44861948.0
PXS,Pyxis Tankers,4.35,0.0046,64724,,11/20/2023,,0.0576,,,,,,46743576.0
ZEPP,Zepp Health American Depositary Shares,1.23,0.0424,58640,36.0,11/20/2023,0.1587,0.0976,-0.7465,-0.1106,0.0597,-0.2561,,77432904.0
LEGN,Legend Biotech - American Depositary Shares,60.97,0.0383,860026,586.0,11/20/2023,0.1124,-0.0629,-0.0231,0.1047,0.2743,-0.0642,IBB,11114124288.0
SY,So-Young Intl,1.03,0.0,97282,10.0,11/20/2023,0.1644,0.094,-0.0735,0.2094,0.7668,-0.0909,,106355224.0
NIU,Niu Techs,1.69,0.0,347981,171.0,11/20/2023,0.1583,0.0212,-0.1713,-0.0662,0.0191,-0.2201,,131042808.0
ENLT,Enlight Renewable Energy Ltd. -,17.16,-0.0006,71716,28.0,11/20/2023,0.1104,-0.0111,-0.0503,,,,,2022431232.0
RGCO,RGC Resources,19.35,0.0326,21020,12.0,11/20/2023,0.1067,-0.0018,-0.0248,-0.074,0.0436,-0.1751,IWM,196661792.0
NRT,North European Oil Royality Trust,4.88,-0.0181,93179,31.0,11/17/2023,0.1036,0.044,-0.0349,-0.0967,0.0967,-0.3232,,44850080.0
PNRG,Primeenergy Resources,93.52,-0.0248,2008,,11/17/2023,,-0.0063,,,,,IWM,170260256.0
UAMY,United States Antimony,0.2296,0.025,149688,44.0,11/17/2023,0.1515,-0.1422,-0.0874,,,,,24715818.0
MTC,Mmtec - Common Shares,1.75,0.0057,1197743,,11/17/2023,,-0.0388,,,,,,348503744.0
TOON,Kartoon Studios,1.27,0.016,171527,63.0,11/17/2023,0.179,0.0481,0.0412,,,,,44679268.0
YTRA,Yatra Online -,1.63,0.0062,74786,,11/17/2023,,0.0234,,,,,,101094552.0
BKE,Buckle,39.8,0.0271,429961,402.0,11/17/2023,0.0527,0.0799,0.6006,-0.3459,-0.1883,-0.5214,XRT - IWM,2008156672.0
HUIZ,Huize Holding Limited - American Depositary Shares,0.6503,-0.0206,18735,,11/17/2023,,0.1657,,,,,,33774228.0
BTCM,Bit Mining Limited Ads,4.14,0.0428,165039,343.0,11/17/2023,0.0435,0.0,-0.3646,0.0072,0.1268,-0.0726,,44041856.0
BJ,Bj's Wholesale Club Holdings,67.14,0.0072,1329556,939.0,11/17/2023,0.0855,-0.0481,-0.2222,-0.2239,0.0301,-0.5524,XRT,8955200512.0
AMSWA,American Software - Class A,11.01,0.0046,181447,26.0,11/16/2023,0.0871,-0.0902,-0.4941,0.3971,1.2494,-0.149,IWM,376172608.0
VJET,Voxeljet Ag - American Depositary Shares,1.0401,-0.0369,25527,,11/16/2023,,-0.0352,,,,,,9501026.0
QFIN,Qifu Technology - American Depositary Shares,14.24,0.0085,733775,451.0,11/16/2023,0.0435,0.0891,0.5987,-0.2908,-0.1208,-0.4708,,2270516736.0
NCNA,Nucana PLC - American Depositary Shares,0.3051,0.0238,124332,,11/16/2023,,0.0171,,,,,,15613187.0
GLBS,Globus Maritime,2.16,0.0,172103,241.0,11/16/2023,0.0337,0.1546,0.6756,0.1683,0.4871,0.0009,,44440144.0
MPV,Barings Capital Participation Investors,15.49,0.0078,24288,,11/16/2023,,0.0029,,,,,,164220336.0
BRC,Brady,61.98,0.0086,326711,26.0,11/16/2023,0.048,-0.0162,-0.3342,0.3526,0.6443,-0.0009,,2997588736.0
BORR,Borr Drilling Limited Common Shares,6.32,0.0048,1577598,252.0,11/16/2023,0.0375,-0.0128,-0.0029,-0.1661,-0.1126,-0.2197,IWM,1601717504.0
SSYS,Stratasys Ltd.,12.97,-0.0321,602180,574.0,11/16/2023,0.1113,-0.0455,-0.4903,-0.172,0.1353,-0.6229,,896564224.0
IINN,Inspira Technologies Oxy B.H.N. Ltd. -,0.867,0.0046,548033,,11/16/2023,,-0.02,,,,,,10942225.0
LVTX,Lava Therapeutics N.V. -,1.72,0.0238,554283,31.0,11/16/2023,0.0711,-0.0068,0.0202,0.0463,0.1468,-0.0079,,44333928.0
CATO,Cato  Class A,6.94,0.0131,79232,48.0,11/16/2023,0.0532,-0.0423,0.5574,-0.2575,-0.1536,-0.4071,IWM,145651728.0
DRTS,Alpha Tau Medical Ltd. -,3.28,-0.0015,32551,,11/16/2023,,-0.0233,,,,,,227868896.0
ARCO,Arcos Dorados Holdings Class A Shares,12.03,0.0135,895807,498.0,11/16/2023,0.0457,0.0854,0.2665,-0.2044,-0.0856,-0.26,,2493403904.0
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,18.0,-0.0022,437635,,11/16/2023,,-0.025,,,,,,2347322368.0
SCVL,Shoe Carnival,27.95,0.0175,197590,47.0,11/16/2023,0.0983,-0.0861,0.15,-0.2345,-0.0653,-0.4388,XRT - IWM,759336128.0
DOLE,Dole PLC,10.91,-0.0082,483081,138.0,11/16/2023,0.0467,-0.0736,0.8274,-0.1376,0.1647,-0.3089,IWM,1035115648.0
DDL,Dingdong (Cayman) Limited American Depositary Shares (Each Two Representing Three Ordinary Shares),1.29,-0.0227,296631,31.0,11/16/2023,0.0389,-0.0732,0.0185,-0.1579,0.1933,-0.556,,304506176.0
PRFX,Painreform Ltd. -,2.115,0.0024,21546,,11/15/2023,,-0.0469,,,,,,4285504.0
GAME,Gamesquare Holdings,1.5,-0.0066,53457,,11/15/2023,,-0.0988,,-0.0176,0.0114,-0.0629,,19483696.0
VRPX,Virpax Pharmaceuticals,0.37,-0.0133,212254,,11/15/2023,,-0.042,,,,,,4334616.0
